id,date,region,transportation_type,value
1,2020-01-13,Canada,driving,100.0
2,2020-01-14,Canada,driving,102.91
3,2020-01-15,Canada,driving,99.74
4,2020-01-16,Canada,driving,105.17
5,2020-01-17,Canada,driving,122.34
6,2020-01-18,Canada,driving,102.5
7,2020-01-19,Canada,driving,84.46
8,2020-01-20,Canada,driving,102.63
9,2020-01-21,Canada,driving,104.31
10,2020-01-22,Canada,driving,107.37
11,2020-01-23,Canada,driving,110.29
12,2020-01-24,Canada,driving,127.88
13,2020-01-25,Canada,driving,116.84
14,2020-01-26,Canada,driving,88.06
15,2020-01-27,Canada,driving,98.11
16,2020-01-28,Canada,driving,102.75
17,2020-01-29,Canada,driving,104.73
18,2020-01-30,Canada,driving,109.0
19,2020-01-31,Canada,driving,129.2
20,2020-02-01,Canada,driving,119.47
21,2020-02-02,Canada,driving,88.42
22,2020-02-03,Canada,driving,97.41
23,2020-02-04,Canada,driving,100.25
24,2020-02-05,Canada,driving,103.6
25,2020-02-06,Canada,driving,105.72
26,2020-02-07,Canada,driving,120.32
27,2020-02-08,Canada,driving,118.1
28,2020-02-09,Canada,driving,92.45
29,2020-02-10,Canada,driving,104.41
30,2020-02-11,Canada,driving,107.15
31,2020-02-12,Canada,driving,108.19
32,2020-02-13,Canada,driving,115.97
33,2020-02-14,Canada,driving,140.55
34,2020-02-15,Canada,driving,125.71
35,2020-02-16,Canada,driving,103.84
36,2020-02-17,Canada,driving,95.14
37,2020-02-18,Canada,driving,111.82
38,2020-02-19,Canada,driving,113.99
39,2020-02-20,Canada,driving,119.01
40,2020-02-21,Canada,driving,136.41
41,2020-02-22,Canada,driving,128.05
42,2020-02-23,Canada,driving,98.89
43,2020-02-24,Canada,driving,102.34
44,2020-02-25,Canada,driving,107.2
45,2020-02-26,Canada,driving,104.04
46,2020-02-27,Canada,driving,105.22
47,2020-02-28,Canada,driving,131.32
48,2020-02-29,Canada,driving,125.25
49,2020-03-01,Canada,driving,96.88
50,2020-03-02,Canada,driving,105.19
51,2020-03-03,Canada,driving,110.89
52,2020-03-04,Canada,driving,112.29
53,2020-03-05,Canada,driving,117.74
54,2020-03-06,Canada,driving,128.31
55,2020-03-07,Canada,driving,119.48
56,2020-03-08,Canada,driving,95.1
57,2020-03-09,Canada,driving,102.06
58,2020-03-10,Canada,driving,103.97
59,2020-03-11,Canada,driving,103.94
60,2020-03-12,Canada,driving,100.22
61,2020-03-13,Canada,driving,101.24
62,2020-03-14,Canada,driving,87.16
63,2020-03-15,Canada,driving,68.17
64,2020-03-16,Canada,driving,74.1
65,2020-03-17,Canada,driving,67.21
66,2020-03-18,Canada,driving,63.91
67,2020-03-19,Canada,driving,62.16
68,2020-03-20,Canada,driving,63.93
69,2020-03-21,Canada,driving,53.45
70,2020-03-22,Canada,driving,41.73
71,2020-03-23,Canada,driving,49.42
72,2020-03-24,Canada,driving,48.66
73,2020-03-25,Canada,driving,47.57
74,2020-03-26,Canada,driving,46.94
75,2020-03-27,Canada,driving,52.63
76,2020-03-28,Canada,driving,43.08
77,2020-03-29,Canada,driving,36.69
78,2020-03-30,Canada,driving,45.01
79,2020-03-31,Canada,driving,47.15
80,2020-04-01,Canada,driving,48.1
81,2020-04-02,Canada,driving,47.17
82,2020-04-03,Canada,driving,51.71
83,2020-04-04,Canada,driving,44.5
84,2020-04-05,Canada,driving,36.1
85,2020-04-06,Canada,driving,47.06
86,2020-04-07,Canada,driving,48.1
87,2020-04-08,Canada,driving,50.81
88,2020-04-09,Canada,driving,56.31
89,2020-04-10,Canada,driving,45.48
90,2020-04-11,Canada,driving,47.79
91,2020-04-12,Canada,driving,35.19
92,2020-04-13,Canada,driving,44.73
93,2020-01-13,Canada,transit,100.0
94,2020-01-14,Canada,transit,100.03
95,2020-01-15,Canada,transit,98.01
96,2020-01-16,Canada,transit,101.01
97,2020-01-17,Canada,transit,105.42
98,2020-01-18,Canada,transit,89.65
99,2020-01-19,Canada,transit,75.87
100,2020-01-20,Canada,transit,98.64
101,2020-01-21,Canada,transit,99.0
102,2020-01-22,Canada,transit,100.79
103,2020-01-23,Canada,transit,101.45
104,2020-01-24,Canada,transit,108.86
105,2020-01-25,Canada,transit,91.47
106,2020-01-26,Canada,transit,75.15
107,2020-01-27,Canada,transit,93.28
108,2020-01-28,Canada,transit,95.88
109,2020-01-29,Canada,transit,94.14
110,2020-01-30,Canada,transit,97.63
111,2020-01-31,Canada,transit,104.6
112,2020-02-01,Canada,transit,93.75
113,2020-02-02,Canada,transit,75.71
114,2020-02-03,Canada,transit,93.13
115,2020-02-04,Canada,transit,94.86
116,2020-02-05,Canada,transit,94.09
117,2020-02-06,Canada,transit,96.3
118,2020-02-07,Canada,transit,103.76
119,2020-02-08,Canada,transit,95.66
120,2020-02-09,Canada,transit,78.4
121,2020-02-10,Canada,transit,95.79
122,2020-02-11,Canada,transit,96.84
123,2020-02-12,Canada,transit,96.69
124,2020-02-13,Canada,transit,102.9
125,2020-02-14,Canada,transit,108.95
126,2020-02-15,Canada,transit,92.72
127,2020-02-16,Canada,transit,79.97
128,2020-02-17,Canada,transit,80.63
129,2020-02-18,Canada,transit,97.64
130,2020-02-19,Canada,transit,98.13
131,2020-02-20,Canada,transit,100.38
132,2020-02-21,Canada,transit,110.64
133,2020-02-22,Canada,transit,96.4
134,2020-02-23,Canada,transit,78.72
135,2020-02-24,Canada,transit,93.45
136,2020-02-25,Canada,transit,94.4
137,2020-02-26,Canada,transit,91.96
138,2020-02-27,Canada,transit,94.2
139,2020-02-28,Canada,transit,105.38
140,2020-02-29,Canada,transit,99.36
141,2020-03-01,Canada,transit,79.62
142,2020-03-02,Canada,transit,95.54
143,2020-03-03,Canada,transit,98.09
144,2020-03-04,Canada,transit,100.52
145,2020-03-05,Canada,transit,103.64
146,2020-03-06,Canada,transit,103.96
147,2020-03-07,Canada,transit,94.06
148,2020-03-08,Canada,transit,78.53
149,2020-03-09,Canada,transit,92.55
150,2020-03-10,Canada,transit,91.11
151,2020-03-11,Canada,transit,89.78
152,2020-03-12,Canada,transit,83.35
153,2020-03-13,Canada,transit,76.4
154,2020-03-14,Canada,transit,63.75
155,2020-03-15,Canada,transit,51.19
156,2020-03-16,Canada,transit,50.0
157,2020-03-17,Canada,transit,40.26
158,2020-03-18,Canada,transit,35.59
159,2020-03-19,Canada,transit,31.53
160,2020-03-20,Canada,transit,30.3
161,2020-03-21,Canada,transit,26.48
162,2020-03-22,Canada,transit,22.26
163,2020-03-23,Canada,transit,23.58
164,2020-03-24,Canada,transit,21.68
165,2020-03-25,Canada,transit,20.81
166,2020-03-26,Canada,transit,19.64
167,2020-03-27,Canada,transit,20.16
168,2020-03-28,Canada,transit,18.09
169,2020-03-29,Canada,transit,17.25
170,2020-03-30,Canada,transit,19.58
171,2020-03-31,Canada,transit,20.05
172,2020-04-01,Canada,transit,19.54
173,2020-04-02,Canada,transit,18.77
174,2020-04-03,Canada,transit,18.88
175,2020-04-04,Canada,transit,17.33
176,2020-04-05,Canada,transit,16.32
177,2020-04-06,Canada,transit,18.84
178,2020-04-07,Canada,transit,17.9
179,2020-04-08,Canada,transit,18.1
180,2020-04-09,Canada,transit,17.74
181,2020-04-10,Canada,transit,16.45
182,2020-04-11,Canada,transit,16.78
183,2020-04-12,Canada,transit,14.93
184,2020-04-13,Canada,transit,18.09
185,2020-01-13,Canada,walking,100.0
186,2020-01-14,Canada,walking,106.29
187,2020-01-15,Canada,walking,106.65
188,2020-01-16,Canada,walking,108.64
189,2020-01-17,Canada,walking,127.43
190,2020-01-18,Canada,walking,122.55
191,2020-01-19,Canada,walking,90.42
192,2020-01-20,Canada,walking,104.92
193,2020-01-21,Canada,walking,108.92
194,2020-01-22,Canada,walking,112.57
195,2020-01-23,Canada,walking,118.17
196,2020-01-24,Canada,walking,139.85
197,2020-01-25,Canada,walking,136.71
198,2020-01-26,Canada,walking,93.37
199,2020-01-27,Canada,walking,105.36
200,2020-01-28,Canada,walking,111.79
201,2020-01-29,Canada,walking,110.13
202,2020-01-30,Canada,walking,115.16
203,2020-01-31,Canada,walking,138.49
204,2020-02-01,Canada,walking,140.12
205,2020-02-02,Canada,walking,91.16
206,2020-02-03,Canada,walking,102.67
207,2020-02-04,Canada,walking,105.91
208,2020-02-05,Canada,walking,107.29
209,2020-02-06,Canada,walking,108.17
210,2020-02-07,Canada,walking,128.56
211,2020-02-08,Canada,walking,139.77
212,2020-02-09,Canada,walking,93.6
213,2020-02-10,Canada,walking,106.26
214,2020-02-11,Canada,walking,111.39
215,2020-02-12,Canada,walking,112.79
216,2020-02-13,Canada,walking,120.1
217,2020-02-14,Canada,walking,152.97
218,2020-02-15,Canada,walking,152.65
219,2020-02-16,Canada,walking,125.23
220,2020-02-17,Canada,walking,99.59
221,2020-02-18,Canada,walking,114.61
222,2020-02-19,Canada,walking,119.86
223,2020-02-20,Canada,walking,127.3
224,2020-02-21,Canada,walking,152.97
225,2020-02-22,Canada,walking,155.76
226,2020-02-23,Canada,walking,103.86
227,2020-02-24,Canada,walking,109.77
228,2020-02-25,Canada,walking,111.42
229,2020-02-26,Canada,walking,106.92
230,2020-02-27,Canada,walking,107.07
231,2020-02-28,Canada,walking,135.19
232,2020-02-29,Canada,walking,146.34
233,2020-03-01,Canada,walking,102.32
234,2020-03-02,Canada,walking,109.77
235,2020-03-03,Canada,walking,117.97
236,2020-03-04,Canada,walking,123.88
237,2020-03-05,Canada,walking,131.76
238,2020-03-06,Canada,walking,142.64
239,2020-03-07,Canada,walking,147.0
240,2020-03-08,Canada,walking,108.48
241,2020-03-09,Canada,walking,113.56
242,2020-03-10,Canada,walking,108.1
243,2020-03-11,Canada,walking,110.67
244,2020-03-12,Canada,walking,106.32
245,2020-03-13,Canada,walking,104.32
246,2020-03-14,Canada,walking,103.0
247,2020-03-15,Canada,walking,73.82
248,2020-03-16,Canada,walking,75.7
249,2020-03-17,Canada,walking,65.68
250,2020-03-18,Canada,walking,62.44
251,2020-03-19,Canada,walking,60.16
252,2020-03-20,Canada,walking,59.11
253,2020-03-21,Canada,walking,53.11
254,2020-03-22,Canada,walking,43.54
255,2020-03-23,Canada,walking,45.64
256,2020-03-24,Canada,walking,48.44
257,2020-03-25,Canada,walking,49.21
258,2020-03-26,Canada,walking,46.46
259,2020-03-27,Canada,walking,53.57
260,2020-03-28,Canada,walking,43.07
261,2020-03-29,Canada,walking,38.38
262,2020-03-30,Canada,walking,42.36
263,2020-03-31,Canada,walking,47.84
264,2020-04-01,Canada,walking,49.0
265,2020-04-02,Canada,walking,47.09
266,2020-04-03,Canada,walking,48.68
267,2020-04-04,Canada,walking,48.35
268,2020-04-05,Canada,walking,39.89
269,2020-04-06,Canada,walking,51.48
270,2020-04-07,Canada,walking,50.34
271,2020-04-08,Canada,walking,53.06
272,2020-04-09,Canada,walking,52.77
273,2020-04-10,Canada,walking,45.36
274,2020-04-11,Canada,walking,48.43
275,2020-04-12,Canada,walking,40.6
276,2020-04-13,Canada,walking,41.76
277,2020-01-13,Toronto,driving,100.0
278,2020-01-14,Toronto,driving,105.38
279,2020-01-15,Toronto,driving,102.42
280,2020-01-16,Toronto,driving,107.2
281,2020-01-17,Toronto,driving,122.11
282,2020-01-18,Toronto,driving,86.03
283,2020-01-19,Toronto,driving,78.09
284,2020-01-20,Toronto,driving,101.53
285,2020-01-21,Toronto,driving,101.79
286,2020-01-22,Toronto,driving,104.59
287,2020-01-23,Toronto,driving,105.81
288,2020-01-24,Toronto,driving,120.86
289,2020-01-25,Toronto,driving,106.37
290,2020-01-26,Toronto,driving,78.9
291,2020-01-27,Toronto,driving,94.06
292,2020-01-28,Toronto,driving,99.4
293,2020-01-29,Toronto,driving,101.89
294,2020-01-30,Toronto,driving,104.53
295,2020-01-31,Toronto,driving,120.54
296,2020-02-01,Toronto,driving,109.83
297,2020-02-02,Toronto,driving,77.15
298,2020-02-03,Toronto,driving,95.9
299,2020-02-04,Toronto,driving,99.63
300,2020-02-05,Toronto,driving,102.94
301,2020-02-06,Toronto,driving,99.53
302,2020-02-07,Toronto,driving,115.1
303,2020-02-08,Toronto,driving,107.83
304,2020-02-09,Toronto,driving,82.85
305,2020-02-10,Toronto,driving,98.57
306,2020-02-11,Toronto,driving,103.16
307,2020-02-12,Toronto,driving,104.66
308,2020-02-13,Toronto,driving,114.14
309,2020-02-14,Toronto,driving,131.44
310,2020-02-15,Toronto,driving,113.36
311,2020-02-16,Toronto,driving,93.46
312,2020-02-17,Toronto,driving,77.81
313,2020-02-18,Toronto,driving,112.68
314,2020-02-19,Toronto,driving,110.47
315,2020-02-20,Toronto,driving,118.14
316,2020-02-21,Toronto,driving,135.46
317,2020-02-22,Toronto,driving,124.75
318,2020-02-23,Toronto,driving,94.34
319,2020-02-24,Toronto,driving,100.31
320,2020-02-25,Toronto,driving,105.8
321,2020-02-26,Toronto,driving,95.55
322,2020-02-27,Toronto,driving,101.35
323,2020-02-28,Toronto,driving,121.95
324,2020-02-29,Toronto,driving,115.09
325,2020-03-01,Toronto,driving,86.44
326,2020-03-02,Toronto,driving,102.49
327,2020-03-03,Toronto,driving,112.25
328,2020-03-04,Toronto,driving,110.69
329,2020-03-05,Toronto,driving,117.3
330,2020-03-06,Toronto,driving,118.02
331,2020-03-07,Toronto,driving,113.84
332,2020-03-08,Toronto,driving,89.61
333,2020-03-09,Toronto,driving,100.41
334,2020-03-10,Toronto,driving,102.48
335,2020-03-11,Toronto,driving,98.95
336,2020-03-12,Toronto,driving,96.3
337,2020-03-13,Toronto,driving,95.52
338,2020-03-14,Toronto,driving,77.54
339,2020-03-15,Toronto,driving,58.99
340,2020-03-16,Toronto,driving,67.65
341,2020-03-17,Toronto,driving,59.18
342,2020-03-18,Toronto,driving,54.83
343,2020-03-19,Toronto,driving,52.76
344,2020-03-20,Toronto,driving,52.49
345,2020-03-21,Toronto,driving,43.4
346,2020-03-22,Toronto,driving,33.22
347,2020-03-23,Toronto,driving,40.23
348,2020-03-24,Toronto,driving,41.8
349,2020-03-25,Toronto,driving,38.72
350,2020-03-26,Toronto,driving,38.27
351,2020-03-27,Toronto,driving,42.98
352,2020-03-28,Toronto,driving,33.08
353,2020-03-29,Toronto,driving,29.21
354,2020-03-30,Toronto,driving,37.13
355,2020-03-31,Toronto,driving,38.83
356,2020-04-01,Toronto,driving,40.44
357,2020-04-02,Toronto,driving,40.35
358,2020-04-03,Toronto,driving,42.83
359,2020-04-04,Toronto,driving,35.54
360,2020-04-05,Toronto,driving,29.32
361,2020-04-06,Toronto,driving,38.66
362,2020-04-07,Toronto,driving,38.99
363,2020-04-08,Toronto,driving,41.18
364,2020-04-09,Toronto,driving,45.08
365,2020-04-10,Toronto,driving,32.74
366,2020-04-11,Toronto,driving,38.54
367,2020-04-12,Toronto,driving,26.97
368,2020-04-13,Toronto,driving,35.85
369,2020-01-13,Toronto,transit,100.0
370,2020-01-14,Toronto,transit,102.39
371,2020-01-15,Toronto,transit,100.57
372,2020-01-16,Toronto,transit,99.41
373,2020-01-17,Toronto,transit,105.64
374,2020-01-18,Toronto,transit,85.0
375,2020-01-19,Toronto,transit,73.17
376,2020-01-20,Toronto,transit,96.55
377,2020-01-21,Toronto,transit,98.78
378,2020-01-22,Toronto,transit,104.07
379,2020-01-23,Toronto,transit,102.69
380,2020-01-24,Toronto,transit,109.45
381,2020-01-25,Toronto,transit,90.8
382,2020-01-26,Toronto,transit,74.47
383,2020-01-27,Toronto,transit,93.65
384,2020-01-28,Toronto,transit,97.32
385,2020-01-29,Toronto,transit,96.71
386,2020-01-30,Toronto,transit,100.49
387,2020-01-31,Toronto,transit,107.06
388,2020-02-01,Toronto,transit,93.93
389,2020-02-02,Toronto,transit,72.93
390,2020-02-03,Toronto,transit,94.87
391,2020-02-04,Toronto,transit,97.41
392,2020-02-05,Toronto,transit,94.07
393,2020-02-06,Toronto,transit,93.59
394,2020-02-07,Toronto,transit,101.27
395,2020-02-08,Toronto,transit,91.5
396,2020-02-09,Toronto,transit,76.8
397,2020-02-10,Toronto,transit,94.28
398,2020-02-11,Toronto,transit,96.37
399,2020-02-12,Toronto,transit,96.55
400,2020-02-13,Toronto,transit,105.34
401,2020-02-14,Toronto,transit,106.43
402,2020-02-15,Toronto,transit,91.48
403,2020-02-16,Toronto,transit,78.1
404,2020-02-17,Toronto,transit,74.57
405,2020-02-18,Toronto,transit,105.01
406,2020-02-19,Toronto,transit,102.06
407,2020-02-20,Toronto,transit,106.04
408,2020-02-21,Toronto,transit,119.23
409,2020-02-22,Toronto,transit,102.69
410,2020-02-23,Toronto,transit,82.78
411,2020-02-24,Toronto,transit,96.38
412,2020-02-25,Toronto,transit,97.42
413,2020-02-26,Toronto,transit,91.14
414,2020-02-27,Toronto,transit,91.91
415,2020-02-28,Toronto,transit,101.46
416,2020-02-29,Toronto,transit,96.0
417,2020-03-01,Toronto,transit,78.23
418,2020-03-02,Toronto,transit,96.47
419,2020-03-03,Toronto,transit,99.29
420,2020-03-04,Toronto,transit,101.12
421,2020-03-05,Toronto,transit,108.56
422,2020-03-06,Toronto,transit,101.25
423,2020-03-07,Toronto,transit,94.85
424,2020-03-08,Toronto,transit,78.97
425,2020-03-09,Toronto,transit,95.76
426,2020-03-10,Toronto,transit,91.15
427,2020-03-11,Toronto,transit,89.65
428,2020-03-12,Toronto,transit,82.3
429,2020-03-13,Toronto,transit,74.08
430,2020-03-14,Toronto,transit,59.03
431,2020-03-15,Toronto,transit,48.41
432,2020-03-16,Toronto,transit,47.04
433,2020-03-17,Toronto,transit,37.11
434,2020-03-18,Toronto,transit,33.01
435,2020-03-19,Toronto,transit,30.24
436,2020-03-20,Toronto,transit,28.79
437,2020-03-21,Toronto,transit,25.4
438,2020-03-22,Toronto,transit,21.74
439,2020-03-23,Toronto,transit,23.54
440,2020-03-24,Toronto,transit,21.81
441,2020-03-25,Toronto,transit,20.07
442,2020-03-26,Toronto,transit,19.2
443,2020-03-27,Toronto,transit,19.66
444,2020-03-28,Toronto,transit,16.75
445,2020-03-29,Toronto,transit,16.95
446,2020-03-30,Toronto,transit,19.42
447,2020-03-31,Toronto,transit,19.68
448,2020-04-01,Toronto,transit,19.09
449,2020-04-02,Toronto,transit,18.95
450,2020-04-03,Toronto,transit,17.91
451,2020-04-04,Toronto,transit,16.0
452,2020-04-05,Toronto,transit,15.7
453,2020-04-06,Toronto,transit,17.75
454,2020-04-07,Toronto,transit,16.62
455,2020-04-08,Toronto,transit,16.59
456,2020-04-09,Toronto,transit,16.63
457,2020-04-10,Toronto,transit,14.45
458,2020-04-11,Toronto,transit,15.44
459,2020-04-12,Toronto,transit,13.68
460,2020-04-13,Toronto,transit,16.78
461,2020-01-13,Toronto,walking,100.0
462,2020-01-14,Toronto,walking,108.27
463,2020-01-15,Toronto,walking,109.14
464,2020-01-16,Toronto,walking,107.4
465,2020-01-17,Toronto,walking,124.37
466,2020-01-18,Toronto,walking,101.32
467,2020-01-19,Toronto,walking,78.84
468,2020-01-20,Toronto,walking,94.25
469,2020-01-21,Toronto,walking,99.36
470,2020-01-22,Toronto,walking,106.82
471,2020-01-23,Toronto,walking,109.61
472,2020-01-24,Toronto,walking,123.19
473,2020-01-25,Toronto,walking,120.48
474,2020-01-26,Toronto,walking,80.8
475,2020-01-27,Toronto,walking,94.25
476,2020-01-28,Toronto,walking,104.44
477,2020-01-29,Toronto,walking,104.38
478,2020-01-30,Toronto,walking,107.41
479,2020-01-31,Toronto,walking,127.03
480,2020-02-01,Toronto,walking,128.3
481,2020-02-02,Toronto,walking,78.76
482,2020-02-03,Toronto,walking,99.94
483,2020-02-04,Toronto,walking,103.55
484,2020-02-05,Toronto,walking,100.94
485,2020-02-06,Toronto,walking,94.36
486,2020-02-07,Toronto,walking,117.55
487,2020-02-08,Toronto,walking,120.51
488,2020-02-09,Toronto,walking,82.53
489,2020-02-10,Toronto,walking,99.13
490,2020-02-11,Toronto,walking,105.44
491,2020-02-12,Toronto,walking,105.93
492,2020-02-13,Toronto,walking,113.2
493,2020-02-14,Toronto,walking,136.5
494,2020-02-15,Toronto,walking,132.36
495,2020-02-16,Toronto,walking,108.96
496,2020-02-17,Toronto,walking,84.58
497,2020-02-18,Toronto,walking,107.88
498,2020-02-19,Toronto,walking,111.0
499,2020-02-20,Toronto,walking,120.1
500,2020-02-21,Toronto,walking,151.17
501,2020-02-22,Toronto,walking,157.44
502,2020-02-23,Toronto,walking,106.78
503,2020-02-24,Toronto,walking,106.95
504,2020-02-25,Toronto,walking,106.05
505,2020-02-26,Toronto,walking,90.75
506,2020-02-27,Toronto,walking,93.96
507,2020-02-28,Toronto,walking,114.26
508,2020-02-29,Toronto,walking,127.32
509,2020-03-01,Toronto,walking,95.86
510,2020-03-02,Toronto,walking,104.85
511,2020-03-03,Toronto,walking,112.16
512,2020-03-04,Toronto,walking,119.56
513,2020-03-05,Toronto,walking,130.82
514,2020-03-06,Toronto,walking,123.1
515,2020-03-07,Toronto,walking,142.35
516,2020-03-08,Toronto,walking,110.63
517,2020-03-09,Toronto,walking,115.03
518,2020-03-10,Toronto,walking,104.64
519,2020-03-11,Toronto,walking,100.89
520,2020-03-12,Toronto,walking,96.24
521,2020-03-13,Toronto,walking,93.02
522,2020-03-14,Toronto,walking,85.78
523,2020-03-15,Toronto,walking,64.95
524,2020-03-16,Toronto,walking,62.02
525,2020-03-17,Toronto,walking,52.24
526,2020-03-18,Toronto,walking,47.08
527,2020-03-19,Toronto,walking,47.32
528,2020-03-20,Toronto,walking,45.59
529,2020-03-21,Toronto,walking,41.38
530,2020-03-22,Toronto,walking,33.73
531,2020-03-23,Toronto,walking,32.85
532,2020-03-24,Toronto,walking,37.65
533,2020-03-25,Toronto,walking,37.51
534,2020-03-26,Toronto,walking,36.59
535,2020-03-27,Toronto,walking,41.56
536,2020-03-28,Toronto,walking,29.89
537,2020-03-29,Toronto,walking,32.76
538,2020-03-30,Toronto,walking,32.4
539,2020-03-31,Toronto,walking,34.07
540,2020-04-01,Toronto,walking,41.29
541,2020-04-02,Toronto,walking,40.97
542,2020-04-03,Toronto,walking,37.27
543,2020-04-04,Toronto,walking,36.09
544,2020-04-05,Toronto,walking,34.4
545,2020-04-06,Toronto,walking,39.02
546,2020-04-07,Toronto,walking,35.57
547,2020-04-08,Toronto,walking,40.45
548,2020-04-09,Toronto,walking,37.03
549,2020-04-10,Toronto,walking,30.42
550,2020-04-11,Toronto,walking,35.27
551,2020-04-12,Toronto,walking,29.38
552,2020-04-13,Toronto,walking,28.95
553,2020-01-13,Vancouver,driving,100.0
554,2020-01-14,Vancouver,driving,101.21
555,2020-01-15,Vancouver,driving,73.72
556,2020-01-16,Vancouver,driving,85.84
557,2020-01-17,Vancouver,driving,105.74
558,2020-01-18,Vancouver,driving,97.94
559,2020-01-19,Vancouver,driving,80.17
560,2020-01-20,Vancouver,driving,103.84
561,2020-01-21,Vancouver,driving,107.72
562,2020-01-22,Vancouver,driving,108.64
563,2020-01-23,Vancouver,driving,112.85
564,2020-01-24,Vancouver,driving,120.85
565,2020-01-25,Vancouver,driving,108.37
566,2020-01-26,Vancouver,driving,85.8
567,2020-01-27,Vancouver,driving,96.92
568,2020-01-28,Vancouver,driving,98.68
569,2020-01-29,Vancouver,driving,99.32
570,2020-01-30,Vancouver,driving,103.07
571,2020-01-31,Vancouver,driving,118.83
572,2020-02-01,Vancouver,driving,108.66
573,2020-02-02,Vancouver,driving,81.01
574,2020-02-03,Vancouver,driving,94.2
575,2020-02-04,Vancouver,driving,86.66
576,2020-02-05,Vancouver,driving,100.22
577,2020-02-06,Vancouver,driving,106.86
578,2020-02-07,Vancouver,driving,119.86
579,2020-02-08,Vancouver,driving,114.18
580,2020-02-09,Vancouver,driving,90.05
581,2020-02-10,Vancouver,driving,99.1
582,2020-02-11,Vancouver,driving,102.85
583,2020-02-12,Vancouver,driving,106.29
584,2020-02-13,Vancouver,driving,111.52
585,2020-02-14,Vancouver,driving,139.86
586,2020-02-15,Vancouver,driving,113.14
587,2020-02-16,Vancouver,driving,98.97
588,2020-02-17,Vancouver,driving,88.19
589,2020-02-18,Vancouver,driving,108.41
590,2020-02-19,Vancouver,driving,112.23
591,2020-02-20,Vancouver,driving,114.43
592,2020-02-21,Vancouver,driving,129.42
593,2020-02-22,Vancouver,driving,115.94
594,2020-02-23,Vancouver,driving,89.83
595,2020-02-24,Vancouver,driving,98.5
596,2020-02-25,Vancouver,driving,104.99
597,2020-02-26,Vancouver,driving,106.61
598,2020-02-27,Vancouver,driving,107.42
599,2020-02-28,Vancouver,driving,127.04
600,2020-02-29,Vancouver,driving,121.64
601,2020-03-01,Vancouver,driving,91.03
602,2020-03-02,Vancouver,driving,100.43
603,2020-03-03,Vancouver,driving,102.7
604,2020-03-04,Vancouver,driving,110.2
605,2020-03-05,Vancouver,driving,109.35
606,2020-03-06,Vancouver,driving,125.79
607,2020-03-07,Vancouver,driving,111.07
608,2020-03-08,Vancouver,driving,89.67
609,2020-03-09,Vancouver,driving,97.18
610,2020-03-10,Vancouver,driving,97.44
611,2020-03-11,Vancouver,driving,99.21
612,2020-03-12,Vancouver,driving,94.38
613,2020-03-13,Vancouver,driving,95.67
614,2020-03-14,Vancouver,driving,83.21
615,2020-03-15,Vancouver,driving,67.11
616,2020-03-16,Vancouver,driving,72.78
617,2020-03-17,Vancouver,driving,66.01
618,2020-03-18,Vancouver,driving,61.53
619,2020-03-19,Vancouver,driving,58.56
620,2020-03-20,Vancouver,driving,61.11
621,2020-03-21,Vancouver,driving,50.31
622,2020-03-22,Vancouver,driving,35.53
623,2020-03-23,Vancouver,driving,44.05
624,2020-03-24,Vancouver,driving,43.16
625,2020-03-25,Vancouver,driving,45.92
626,2020-03-26,Vancouver,driving,42.29
627,2020-03-27,Vancouver,driving,46.72
628,2020-03-28,Vancouver,driving,38.28
629,2020-03-29,Vancouver,driving,36.44
630,2020-03-30,Vancouver,driving,42.91
631,2020-03-31,Vancouver,driving,46.19
632,2020-04-01,Vancouver,driving,46.31
633,2020-04-02,Vancouver,driving,44.62
634,2020-04-03,Vancouver,driving,50.64
635,2020-04-04,Vancouver,driving,43.59
636,2020-04-05,Vancouver,driving,38.19
637,2020-04-06,Vancouver,driving,47.09
638,2020-04-07,Vancouver,driving,47.94
639,2020-04-08,Vancouver,driving,50.6
640,2020-04-09,Vancouver,driving,56.21
641,2020-04-10,Vancouver,driving,48.02
642,2020-04-11,Vancouver,driving,47.55
643,2020-04-12,Vancouver,driving,38.48
644,2020-04-13,Vancouver,driving,45.2
645,2020-01-13,Vancouver,transit,100.0
646,2020-01-14,Vancouver,transit,93.81
647,2020-01-15,Vancouver,transit,86.78
648,2020-01-16,Vancouver,transit,96.86
649,2020-01-17,Vancouver,transit,104.61
650,2020-01-18,Vancouver,transit,96.55
651,2020-01-19,Vancouver,transit,78.93
652,2020-01-20,Vancouver,transit,95.33
653,2020-01-21,Vancouver,transit,94.0
654,2020-01-22,Vancouver,transit,93.68
655,2020-01-23,Vancouver,transit,94.77
656,2020-01-24,Vancouver,transit,104.87
657,2020-01-25,Vancouver,transit,95.56
658,2020-01-26,Vancouver,transit,79.43
659,2020-01-27,Vancouver,transit,86.83
660,2020-01-28,Vancouver,transit,83.96
661,2020-01-29,Vancouver,transit,82.32
662,2020-01-30,Vancouver,transit,84.49
663,2020-01-31,Vancouver,transit,93.45
664,2020-02-01,Vancouver,transit,96.45
665,2020-02-02,Vancouver,transit,77.48
666,2020-02-03,Vancouver,transit,84.74
667,2020-02-04,Vancouver,transit,81.85
668,2020-02-05,Vancouver,transit,86.19
669,2020-02-06,Vancouver,transit,88.88
670,2020-02-07,Vancouver,transit,100.0
671,2020-02-08,Vancouver,transit,101.81
672,2020-02-09,Vancouver,transit,82.57
673,2020-02-10,Vancouver,transit,86.51
