id,date,region,transportation_type,value
4177,2020-03-28,Newfoundland and Labrador,Transit stations,-49.0
4178,2020-03-28,Newfoundland and Labrador,Workplace,-42.0
4179,2020-03-28,Newfoundland and Labrador,Residential,14.0
4180,2020-03-29,Newfoundland and Labrador,Retail & recreation,-54.0
4181,2020-03-29,Newfoundland and Labrador,Grocery & pharmacy,-38.0
4182,2020-03-29,Newfoundland and Labrador,Parks,-18.0
4183,2020-03-29,Newfoundland and Labrador,Transit stations,-60.0
4184,2020-03-29,Newfoundland and Labrador,Workplace,-35.0
4185,2020-03-29,Newfoundland and Labrador,Residential,9.0
4186,2020-03-30,Newfoundland and Labrador,Retail & recreation,-58.0
4187,2020-03-30,Newfoundland and Labrador,Grocery & pharmacy,-33.0
4188,2020-03-30,Newfoundland and Labrador,Parks,-18.0
4189,2020-03-30,Newfoundland and Labrador,Transit stations,-63.0
4190,2020-03-30,Newfoundland and Labrador,Workplace,-59.0
4191,2020-03-30,Newfoundland and Labrador,Residential,17.0
4192,2020-03-31,Newfoundland and Labrador,Retail & recreation,-54.0
4193,2020-03-31,Newfoundland and Labrador,Grocery & pharmacy,-33.0
4194,2020-03-31,Newfoundland and Labrador,Parks,-16.0
4195,2020-03-31,Newfoundland and Labrador,Transit stations,-58.0
4196,2020-03-31,Newfoundland and Labrador,Workplace,-61.0
4197,2020-03-31,Newfoundland and Labrador,Residential,20.0
4198,2020-04-01,Newfoundland and Labrador,Retail & recreation,-51.0
4199,2020-04-01,Newfoundland and Labrador,Grocery & pharmacy,-30.0
4200,2020-04-01,Newfoundland and Labrador,Parks,-13.0
4201,2020-04-01,Newfoundland and Labrador,Transit stations,-62.0
4202,2020-04-01,Newfoundland and Labrador,Workplace,-60.0
4203,2020-04-01,Newfoundland and Labrador,Residential,19.0
4204,2020-04-02,Newfoundland and Labrador,Retail & recreation,-52.0
4205,2020-04-02,Newfoundland and Labrador,Grocery & pharmacy,-29.0
4206,2020-04-02,Newfoundland and Labrador,Parks,-25.0
4207,2020-04-02,Newfoundland and Labrador,Transit stations,-67.0
4208,2020-04-02,Newfoundland and Labrador,Workplace,-60.0
4209,2020-04-02,Newfoundland and Labrador,Residential,20.0
4210,2020-04-03,Newfoundland and Labrador,Retail & recreation,-51.0
4211,2020-04-03,Newfoundland and Labrador,Grocery & pharmacy,-24.0
4212,2020-04-03,Newfoundland and Labrador,Parks,-30.0
4213,2020-04-03,Newfoundland and Labrador,Transit stations,-61.0
4214,2020-04-03,Newfoundland and Labrador,Workplace,-45.0
4215,2020-04-03,Newfoundland and Labrador,Residential,22.0
4216,2020-04-04,Newfoundland and Labrador,Retail & recreation,-55.0
4217,2020-04-04,Newfoundland and Labrador,Grocery & pharmacy,-27.0
4218,2020-04-04,Newfoundland and Labrador,Parks,-30.0
4219,2020-04-04,Newfoundland and Labrador,Transit stations,-62.0
4220,2020-04-04,Newfoundland and Labrador,Workplace,-44.0
4221,2020-04-04,Newfoundland and Labrador,Residential,14.0
4222,2020-04-05,Newfoundland and Labrador,Retail & recreation,-43.0
4223,2020-04-05,Newfoundland and Labrador,Grocery & pharmacy,-25.0
4224,2020-04-05,Newfoundland and Labrador,Parks,23.0
4225,2020-04-05,Newfoundland and Labrador,Transit stations,-58.0
4226,2020-04-05,Newfoundland and Labrador,Workplace,-33.0
4227,2020-04-05,Newfoundland and Labrador,Residential,8.0
4228,2020-04-06,Newfoundland and Labrador,Retail & recreation,-47.0
4229,2020-04-06,Newfoundland and Labrador,Grocery & pharmacy,-22.0
4230,2020-04-06,Newfoundland and Labrador,Parks,11.0
4231,2020-04-06,Newfoundland and Labrador,Transit stations,-60.0
4232,2020-04-06,Newfoundland and Labrador,Workplace,-57.0
4233,2020-04-06,Newfoundland and Labrador,Residential,16.0
4234,2020-04-07,Newfoundland and Labrador,Retail & recreation,-49.0
4235,2020-04-07,Newfoundland and Labrador,Grocery & pharmacy,-24.0
4236,2020-04-07,Newfoundland and Labrador,Parks,-13.0
4237,2020-04-07,Newfoundland and Labrador,Transit stations,-60.0
4238,2020-04-07,Newfoundland and Labrador,Workplace,-60.0
4239,2020-04-07,Newfoundland and Labrador,Residential,19.0
4240,2020-04-08,Newfoundland and Labrador,Retail & recreation,-43.0
4241,2020-04-08,Newfoundland and Labrador,Grocery & pharmacy,-17.0
4242,2020-04-08,Newfoundland and Labrador,Parks,5.0
4243,2020-04-08,Newfoundland and Labrador,Transit stations,-63.0
4244,2020-04-08,Newfoundland and Labrador,Workplace,-59.0
4245,2020-04-08,Newfoundland and Labrador,Residential,18.0
4246,2020-04-09,Newfoundland and Labrador,Retail & recreation,-32.0
4247,2020-04-09,Newfoundland and Labrador,Grocery & pharmacy,0.0
4248,2020-04-09,Newfoundland and Labrador,Parks,4.0
4249,2020-04-09,Newfoundland and Labrador,Transit stations,-60.0
4250,2020-04-09,Newfoundland and Labrador,Workplace,-60.0
4251,2020-04-09,Newfoundland and Labrador,Residential,17.0
4252,2020-04-10,Newfoundland and Labrador,Retail & recreation,-81.0
4253,2020-04-10,Newfoundland and Labrador,Grocery & pharmacy,-75.0
4254,2020-04-10,Newfoundland and Labrador,Parks,-45.0
4255,2020-04-10,Newfoundland and Labrador,Transit stations,-83.0
4256,2020-04-10,Newfoundland and Labrador,Workplace,-74.0
4257,2020-04-10,Newfoundland and Labrador,Residential,30.0
4258,2020-04-11,Newfoundland and Labrador,Retail & recreation,-45.0
4259,2020-04-11,Newfoundland and Labrador,Grocery & pharmacy,-7.0
4260,2020-04-11,Newfoundland and Labrador,Parks,-28.0
4261,2020-04-11,Newfoundland and Labrador,Transit stations,-63.0
4262,2020-04-11,Newfoundland and Labrador,Workplace,-43.0
4263,2020-04-11,Newfoundland and Labrador,Residential,14.0
4264,2020-02-15,Northwest Territories,Retail & recreation,1.0
4265,2020-02-15,Northwest Territories,Grocery & pharmacy,-4.0
4266,2020-02-15,Northwest Territories,Parks,
4267,2020-02-15,Northwest Territories,Transit stations,
4268,2020-02-15,Northwest Territories,Workplace,-2.0
4269,2020-02-15,Northwest Territories,Residential,
4270,2020-02-16,Northwest Territories,Retail & recreation,8.0
4271,2020-02-16,Northwest Territories,Grocery & pharmacy,15.0
4272,2020-02-16,Northwest Territories,Parks,
4273,2020-02-16,Northwest Territories,Transit stations,
4274,2020-02-16,Northwest Territories,Workplace,
4275,2020-02-16,Northwest Territories,Residential,
4276,2020-02-17,Northwest Territories,Retail & recreation,6.0
4277,2020-02-17,Northwest Territories,Grocery & pharmacy,0.0
4278,2020-02-17,Northwest Territories,Parks,
4279,2020-02-17,Northwest Territories,Transit stations,
4280,2020-02-17,Northwest Territories,Workplace,2.0
4281,2020-02-17,Northwest Territories,Residential,
4282,2020-02-18,Northwest Territories,Retail & recreation,11.0
4283,2020-02-18,Northwest Territories,Grocery & pharmacy,7.0
4284,2020-02-18,Northwest Territories,Parks,
4285,2020-02-18,Northwest Territories,Transit stations,
4286,2020-02-18,Northwest Territories,Workplace,2.0
4287,2020-02-18,Northwest Territories,Residential,
4288,2020-02-19,Northwest Territories,Retail & recreation,6.0
4289,2020-02-19,Northwest Territories,Grocery & pharmacy,2.0
4290,2020-02-19,Northwest Territories,Parks,
4291,2020-02-19,Northwest Territories,Transit stations,
4292,2020-02-19,Northwest Territories,Workplace,2.0
4293,2020-02-19,Northwest Territories,Residential,
4294,2020-02-20,Northwest Territories,Retail & recreation,19.0
4295,2020-02-20,Northwest Territories,Grocery & pharmacy,11.0
4296,2020-02-20,Northwest Territories,Parks,
4297,2020-02-20,Northwest Territories,Transit stations,
4298,2020-02-20,Northwest Territories,Workplace,-2.0
4299,2020-02-20,Northwest Territories,Residential,
4300,2020-02-21,Northwest Territories,Retail & recreation,14.0
4301,2020-02-21,Northwest Territories,Grocery & pharmacy,4.0
4302,2020-02-21,Northwest Territories,Parks,
4303,2020-02-21,Northwest Territories,Transit stations,
4304,2020-02-21,Northwest Territories,Workplace,-2.0
4305,2020-02-21,Northwest Territories,Residential,
4306,2020-02-22,Northwest Territories,Retail & recreation,12.0
4307,2020-02-22,Northwest Territories,Grocery & pharmacy,4.0
4308,2020-02-22,Northwest Territories,Parks,
4309,2020-02-22,Northwest Territories,Transit stations,
4310,2020-02-22,Northwest Territories,Workplace,5.0
4311,2020-02-22,Northwest Territories,Residential,
4312,2020-02-23,Northwest Territories,Retail & recreation,12.0
4313,2020-02-23,Northwest Territories,Grocery & pharmacy,19.0
4314,2020-02-23,Northwest Territories,Parks,
4315,2020-02-23,Northwest Territories,Transit stations,
4316,2020-02-23,Northwest Territories,Workplace,
4317,2020-02-23,Northwest Territories,Residential,
4318,2020-02-24,Northwest Territories,Retail & recreation,9.0
4319,2020-02-24,Northwest Territories,Grocery & pharmacy,-5.0
4320,2020-02-24,Northwest Territories,Parks,
4321,2020-02-24,Northwest Territories,Transit stations,
4322,2020-02-24,Northwest Territories,Workplace,0.0
4323,2020-02-24,Northwest Territories,Residential,
4324,2020-02-25,Northwest Territories,Retail & recreation,13.0
4325,2020-02-25,Northwest Territories,Grocery & pharmacy,14.0
4326,2020-02-25,Northwest Territories,Parks,
4327,2020-02-25,Northwest Territories,Transit stations,
4328,2020-02-25,Northwest Territories,Workplace,2.0
4329,2020-02-25,Northwest Territories,Residential,
4330,2020-02-26,Northwest Territories,Retail & recreation,13.0
4331,2020-02-26,Northwest Territories,Grocery & pharmacy,10.0
4332,2020-02-26,Northwest Territories,Parks,
4333,2020-02-26,Northwest Territories,Transit stations,
4334,2020-02-26,Northwest Territories,Workplace,1.0
4335,2020-02-26,Northwest Territories,Residential,
4336,2020-02-27,Northwest Territories,Retail & recreation,13.0
4337,2020-02-27,Northwest Territories,Grocery & pharmacy,11.0
4338,2020-02-27,Northwest Territories,Parks,
4339,2020-02-27,Northwest Territories,Transit stations,
4340,2020-02-27,Northwest Territories,Workplace,-2.0
4341,2020-02-27,Northwest Territories,Residential,
4342,2020-02-28,Northwest Territories,Retail & recreation,17.0
4343,2020-02-28,Northwest Territories,Grocery & pharmacy,6.0
4344,2020-02-28,Northwest Territories,Parks,
4345,2020-02-28,Northwest Territories,Transit stations,
4346,2020-02-28,Northwest Territories,Workplace,-1.0
4347,2020-02-28,Northwest Territories,Residential,
4348,2020-02-29,Northwest Territories,Retail & recreation,13.0
4349,2020-02-29,Northwest Territories,Grocery & pharmacy,5.0
4350,2020-02-29,Northwest Territories,Parks,
4351,2020-02-29,Northwest Territories,Transit stations,
4352,2020-02-29,Northwest Territories,Workplace,7.0
4353,2020-02-29,Northwest Territories,Residential,
4354,2020-03-01,Northwest Territories,Retail & recreation,15.0
4355,2020-03-01,Northwest Territories,Grocery & pharmacy,11.0
4356,2020-03-01,Northwest Territories,Parks,
4357,2020-03-01,Northwest Territories,Transit stations,
4358,2020-03-01,Northwest Territories,Workplace,
4359,2020-03-01,Northwest Territories,Residential,
4360,2020-03-02,Northwest Territories,Retail & recreation,9.0
4361,2020-03-02,Northwest Territories,Grocery & pharmacy,6.0
4362,2020-03-02,Northwest Territories,Parks,
4363,2020-03-02,Northwest Territories,Transit stations,
4364,2020-03-02,Northwest Territories,Workplace,2.0
4365,2020-03-02,Northwest Territories,Residential,
4366,2020-03-03,Northwest Territories,Retail & recreation,12.0
4367,2020-03-03,Northwest Territories,Grocery & pharmacy,14.0
4368,2020-03-03,Northwest Territories,Parks,
4369,2020-03-03,Northwest Territories,Transit stations,
4370,2020-03-03,Northwest Territories,Workplace,2.0
4371,2020-03-03,Northwest Territories,Residential,
4372,2020-03-04,Northwest Territories,Retail & recreation,14.0
4373,2020-03-04,Northwest Territories,Grocery & pharmacy,12.0
4374,2020-03-04,Northwest Territories,Parks,
4375,2020-03-04,Northwest Territories,Transit stations,
4376,2020-03-04,Northwest Territories,Workplace,2.0
4377,2020-03-04,Northwest Territories,Residential,
4378,2020-03-05,Northwest Territories,Retail & recreation,15.0
4379,2020-03-05,Northwest Territories,Grocery & pharmacy,8.0
4380,2020-03-05,Northwest Territories,Parks,
4381,2020-03-05,Northwest Territories,Transit stations,
4382,2020-03-05,Northwest Territories,Workplace,-1.0
4383,2020-03-05,Northwest Territories,Residential,
4384,2020-03-06,Northwest Territories,Retail & recreation,12.0
4385,2020-03-06,Northwest Territories,Grocery & pharmacy,7.0
4386,2020-03-06,Northwest Territories,Parks,
4387,2020-03-06,Northwest Territories,Transit stations,
4388,2020-03-06,Northwest Territories,Workplace,0.0
4389,2020-03-06,Northwest Territories,Residential,
4390,2020-03-07,Northwest Territories,Retail & recreation,8.0
4391,2020-03-07,Northwest Territories,Grocery & pharmacy,7.0
4392,2020-03-07,Northwest Territories,Parks,
4393,2020-03-07,Northwest Territories,Transit stations,
4394,2020-03-07,Northwest Territories,Workplace,4.0
4395,2020-03-07,Northwest Territories,Residential,
4396,2020-03-08,Northwest Territories,Retail & recreation,12.0
4397,2020-03-08,Northwest Territories,Grocery & pharmacy,4.0
4398,2020-03-08,Northwest Territories,Parks,
4399,2020-03-08,Northwest Territories,Transit stations,
4400,2020-03-08,Northwest Territories,Workplace,
4401,2020-03-08,Northwest Territories,Residential,
4402,2020-03-09,Northwest Territories,Retail & recreation,12.0
4403,2020-03-09,Northwest Territories,Grocery & pharmacy,8.0
4404,2020-03-09,Northwest Territories,Parks,
4405,2020-03-09,Northwest Territories,Transit stations,
4406,2020-03-09,Northwest Territories,Workplace,-1.0
4407,2020-03-09,Northwest Territories,Residential,
4408,2020-03-10,Northwest Territories,Retail & recreation,16.0
4409,2020-03-10,Northwest Territories,Grocery & pharmacy,12.0
4410,2020-03-10,Northwest Territories,Parks,
4411,2020-03-10,Northwest Territories,Transit stations,
4412,2020-03-10,Northwest Territories,Workplace,3.0
4413,2020-03-10,Northwest Territories,Residential,
4414,2020-03-11,Northwest Territories,Retail & recreation,6.0
4415,2020-03-11,Northwest Territories,Grocery & pharmacy,-2.0
4416,2020-03-11,Northwest Territories,Parks,
4417,2020-03-11,Northwest Territories,Transit stations,
4418,2020-03-11,Northwest Territories,Workplace,1.0
4419,2020-03-11,Northwest Territories,Residential,
4420,2020-03-12,Northwest Territories,Retail & recreation,9.0
4421,2020-03-12,Northwest Territories,Grocery & pharmacy,3.0
4422,2020-03-12,Northwest Territories,Parks,
4423,2020-03-12,Northwest Territories,Transit stations,
4424,2020-03-12,Northwest Territories,Workplace,-3.0
4425,2020-03-12,Northwest Territories,Residential,
4426,2020-03-13,Northwest Territories,Retail & recreation,8.0
4427,2020-03-13,Northwest Territories,Grocery & pharmacy,6.0
4428,2020-03-13,Northwest Territories,Parks,
4429,2020-03-13,Northwest Territories,Transit stations,
4430,2020-03-13,Northwest Territories,Workplace,-7.0
4431,2020-03-13,Northwest Territories,Residential,
4432,2020-03-14,Northwest Territories,Retail & recreation,0.0
4433,2020-03-14,Northwest Territories,Grocery & pharmacy,0.0
4434,2020-03-14,Northwest Territories,Parks,
4435,2020-03-14,Northwest Territories,Transit stations,
4436,2020-03-14,Northwest Territories,Workplace,-2.0
4437,2020-03-14,Northwest Territories,Residential,
4438,2020-03-15,Northwest Territories,Retail & recreation,5.0
4439,2020-03-15,Northwest Territories,Grocery & pharmacy,-2.0
4440,2020-03-15,Northwest Territories,Parks,
4441,2020-03-15,Northwest Territories,Transit stations,
4442,2020-03-15,Northwest Territories,Workplace,
4443,2020-03-15,Northwest Territories,Residential,
4444,2020-03-16,Northwest Territories,Retail & recreation,0.0
4445,2020-03-16,Northwest Territories,Grocery & pharmacy,11.0
4446,2020-03-16,Northwest Territories,Parks,
4447,2020-03-16,Northwest Territories,Transit stations,-17.0
4448,2020-03-16,Northwest Territories,Workplace,-11.0
4449,2020-03-16,Northwest Territories,Residential,
4450,2020-03-17,Northwest Territories,Retail & recreation,-5.0
4451,2020-03-17,Northwest Territories,Grocery & pharmacy,14.0
4452,2020-03-17,Northwest Territories,Parks,
4453,2020-03-17,Northwest Territories,Transit stations,
4454,2020-03-17,Northwest Territories,Workplace,-15.0
4455,2020-03-17,Northwest Territories,Residential,
4456,2020-03-18,Northwest Territories,Retail & recreation,-15.0
4457,2020-03-18,Northwest Territories,Grocery & pharmacy,5.0
4458,2020-03-18,Northwest Territories,Parks,
4459,2020-03-18,Northwest Territories,Transit stations,
4460,2020-03-18,Northwest Territories,Workplace,-19.0
4461,2020-03-18,Northwest Territories,Residential,
4462,2020-03-19,Northwest Territories,Retail & recreation,-23.0
4463,2020-03-19,Northwest Territories,Grocery & pharmacy,-3.0
4464,2020-03-19,Northwest Territories,Parks,
4465,2020-03-19,Northwest Territories,Transit stations,-20.0
4466,2020-03-19,Northwest Territories,Workplace,-34.0
4467,2020-03-19,Northwest Territories,Residential,
4468,2020-03-20,Northwest Territories,Retail & recreation,-25.0
4469,2020-03-20,Northwest Territories,Grocery & pharmacy,-6.0
4470,2020-03-20,Northwest Territories,Parks,
4471,2020-03-20,Northwest Territories,Transit stations,
4472,2020-03-20,Northwest Territories,Workplace,-37.0
4473,2020-03-20,Northwest Territories,Residential,
4474,2020-03-21,Northwest Territories,Retail & recreation,-42.0
4475,2020-03-21,Northwest Territories,Grocery & pharmacy,-29.0
4476,2020-03-21,Northwest Territories,Parks,
4477,2020-03-21,Northwest Territories,Transit stations,
4478,2020-03-21,Northwest Territories,Workplace,-27.0
4479,2020-03-21,Northwest Territories,Residential,
4480,2020-03-22,Northwest Territories,Retail & recreation,-44.0
4481,2020-03-22,Northwest Territories,Grocery & pharmacy,-41.0
4482,2020-03-22,Northwest Territories,Parks,
4483,2020-03-22,Northwest Territories,Transit stations,
4484,2020-03-22,Northwest Territories,Workplace,-25.0
4485,2020-03-22,Northwest Territories,Residential,
4486,2020-03-23,Northwest Territories,Retail & recreation,-50.0
4487,2020-03-23,Northwest Territories,Grocery & pharmacy,-32.0
4488,2020-03-23,Northwest Territories,Parks,
4489,2020-03-23,Northwest Territories,Transit stations,-51.0
4490,2020-03-23,Northwest Territories,Workplace,-45.0
4491,2020-03-23,Northwest Territories,Residential,
4492,2020-03-24,Northwest Territories,Retail & recreation,-50.0
4493,2020-03-24,Northwest Territories,Grocery & pharmacy,-41.0
4494,2020-03-24,Northwest Territories,Parks,
4495,2020-03-24,Northwest Territories,Transit stations,-50.0
4496,2020-03-24,Northwest Territories,Workplace,-48.0
4497,2020-03-24,Northwest Territories,Residential,
4498,2020-03-25,Northwest Territories,Retail & recreation,-52.0
4499,2020-03-25,Northwest Territories,Grocery & pharmacy,-28.0
4500,2020-03-25,Northwest Territories,Parks,
4501,2020-03-25,Northwest Territories,Transit stations,-53.0
4502,2020-03-25,Northwest Territories,Workplace,-48.0
4503,2020-03-25,Northwest Territories,Residential,
4504,2020-03-26,Northwest Territories,Retail & recreation,-51.0
6908,2020-04-02,Yukon,Workplace,-47.0
4505,2020-03-26,Northwest Territories,Grocery & pharmacy,-23.0
4506,2020-03-26,Northwest Territories,Parks,
4507,2020-03-26,Northwest Territories,Transit stations,-55.0
4508,2020-03-26,Northwest Territories,Workplace,-48.0
4509,2020-03-26,Northwest Territories,Residential,
4510,2020-03-27,Northwest Territories,Retail & recreation,-52.0
4511,2020-03-27,Northwest Territories,Grocery & pharmacy,-26.0
4512,2020-03-27,Northwest Territories,Parks,
4513,2020-03-27,Northwest Territories,Transit stations,-48.0
4514,2020-03-27,Northwest Territories,Workplace,-49.0
4515,2020-03-27,Northwest Territories,Residential,
4516,2020-03-28,Northwest Territories,Retail & recreation,-58.0
4517,2020-03-28,Northwest Territories,Grocery & pharmacy,-32.0
4518,2020-03-28,Northwest Territories,Parks,
4519,2020-03-28,Northwest Territories,Transit stations,-49.0
4520,2020-03-28,Northwest Territories,Workplace,-35.0
4521,2020-03-28,Northwest Territories,Residential,
4522,2020-03-29,Northwest Territories,Retail & recreation,-59.0
4523,2020-03-29,Northwest Territories,Grocery & pharmacy,-44.0
4524,2020-03-29,Northwest Territories,Parks,
4525,2020-03-29,Northwest Territories,Transit stations,-59.0
4526,2020-03-29,Northwest Territories,Workplace,-32.0
4527,2020-03-29,Northwest Territories,Residential,
4528,2020-03-30,Northwest Territories,Retail & recreation,-52.0
4529,2020-03-30,Northwest Territories,Grocery & pharmacy,-21.0
4530,2020-03-30,Northwest Territories,Parks,
4531,2020-03-30,Northwest Territories,Transit stations,-54.0
4532,2020-03-30,Northwest Territories,Workplace,-49.0
4533,2020-03-30,Northwest Territories,Residential,
4534,2020-03-31,Northwest Territories,Retail & recreation,-47.0
4535,2020-03-31,Northwest Territories,Grocery & pharmacy,-18.0
4536,2020-03-31,Northwest Territories,Parks,
4537,2020-03-31,Northwest Territories,Transit stations,-48.0
4538,2020-03-31,Northwest Territories,Workplace,-48.0
4539,2020-03-31,Northwest Territories,Residential,
4540,2020-04-01,Northwest Territories,Retail & recreation,-51.0
4541,2020-04-01,Northwest Territories,Grocery & pharmacy,-18.0
4542,2020-04-01,Northwest Territories,Parks,
4543,2020-04-01,Northwest Territories,Transit stations,-50.0
4544,2020-04-01,Northwest Territories,Workplace,-48.0
4545,2020-04-01,Northwest Territories,Residential,
4546,2020-04-02,Northwest Territories,Retail & recreation,-52.0
4547,2020-04-02,Northwest Territories,Grocery & pharmacy,-40.0
4548,2020-04-02,Northwest Territories,Parks,
4549,2020-04-02,Northwest Territories,Transit stations,-60.0
4550,2020-04-02,Northwest Territories,Workplace,-52.0
4551,2020-04-02,Northwest Territories,Residential,
4552,2020-04-03,Northwest Territories,Retail & recreation,-49.0
4553,2020-04-03,Northwest Territories,Grocery & pharmacy,-19.0
4554,2020-04-03,Northwest Territories,Parks,
4555,2020-04-03,Northwest Territories,Transit stations,-57.0
4556,2020-04-03,Northwest Territories,Workplace,-48.0
4557,2020-04-03,Northwest Territories,Residential,
4558,2020-04-04,Northwest Territories,Retail & recreation,-53.0
4559,2020-04-04,Northwest Territories,Grocery & pharmacy,-26.0
4560,2020-04-04,Northwest Territories,Parks,
4561,2020-04-04,Northwest Territories,Transit stations,-54.0
4562,2020-04-04,Northwest Territories,Workplace,-35.0
4563,2020-04-04,Northwest Territories,Residential,
4564,2020-04-05,Northwest Territories,Retail & recreation,-53.0
4565,2020-04-05,Northwest Territories,Grocery & pharmacy,-41.0
4566,2020-04-05,Northwest Territories,Parks,
4567,2020-04-05,Northwest Territories,Transit stations,-62.0
4568,2020-04-05,Northwest Territories,Workplace,-34.0
4569,2020-04-05,Northwest Territories,Residential,
4570,2020-04-06,Northwest Territories,Retail & recreation,
4571,2020-04-06,Northwest Territories,Grocery & pharmacy,
4572,2020-04-06,Northwest Territories,Parks,
4573,2020-04-06,Northwest Territories,Transit stations,-56.0
4574,2020-04-06,Northwest Territories,Workplace,-48.0
4575,2020-04-06,Northwest Territories,Residential,
4576,2020-04-07,Northwest Territories,Retail & recreation,
4577,2020-04-07,Northwest Territories,Grocery & pharmacy,
4578,2020-04-07,Northwest Territories,Parks,
4579,2020-04-07,Northwest Territories,Transit stations,-50.0
4580,2020-04-07,Northwest Territories,Workplace,-46.0
4581,2020-04-07,Northwest Territories,Residential,
4582,2020-04-08,Northwest Territories,Retail & recreation,
4583,2020-04-08,Northwest Territories,Grocery & pharmacy,
4584,2020-04-08,Northwest Territories,Parks,
4585,2020-04-08,Northwest Territories,Transit stations,-47.0
4586,2020-04-08,Northwest Territories,Workplace,-46.0
4587,2020-04-08,Northwest Territories,Residential,
4588,2020-04-09,Northwest Territories,Retail & recreation,
4589,2020-04-09,Northwest Territories,Grocery & pharmacy,
4590,2020-04-09,Northwest Territories,Parks,
4591,2020-04-09,Northwest Territories,Transit stations,-52.0
4592,2020-04-09,Northwest Territories,Workplace,-48.0
7020,2020-04-16,Halifax,driving,58.21
4593,2020-04-09,Northwest Territories,Residential,
4594,2020-04-10,Northwest Territories,Retail & recreation,
4595,2020-04-10,Northwest Territories,Grocery & pharmacy,
4596,2020-04-10,Northwest Territories,Parks,
4597,2020-04-10,Northwest Territories,Transit stations,-60.0
4598,2020-04-10,Northwest Territories,Workplace,-73.0
4599,2020-04-10,Northwest Territories,Residential,
4600,2020-04-11,Northwest Territories,Retail & recreation,
4601,2020-04-11,Northwest Territories,Grocery & pharmacy,
4602,2020-04-11,Northwest Territories,Parks,
4603,2020-04-11,Northwest Territories,Transit stations,-49.0
4604,2020-04-11,Northwest Territories,Workplace,-38.0
4605,2020-04-11,Northwest Territories,Residential,
4606,2020-02-15,Nova Scotia,Retail & recreation,-1.0
4607,2020-02-15,Nova Scotia,Grocery & pharmacy,-6.0
4608,2020-02-15,Nova Scotia,Parks,-10.0
4609,2020-02-15,Nova Scotia,Transit stations,4.0
4610,2020-02-15,Nova Scotia,Workplace,-1.0
4611,2020-02-15,Nova Scotia,Residential,0.0
4612,2020-02-16,Nova Scotia,Retail & recreation,57.0
4613,2020-02-16,Nova Scotia,Grocery & pharmacy,51.0
4614,2020-02-16,Nova Scotia,Parks,84.0
4615,2020-02-16,Nova Scotia,Transit stations,27.0
4616,2020-02-16,Nova Scotia,Workplace,14.0
4617,2020-02-16,Nova Scotia,Residential,-6.0
4618,2020-02-17,Nova Scotia,Retail & recreation,-35.0
4619,2020-02-17,Nova Scotia,Grocery & pharmacy,-50.0
4620,2020-02-17,Nova Scotia,Parks,105.0
4621,2020-02-17,Nova Scotia,Transit stations,-34.0
4622,2020-02-17,Nova Scotia,Workplace,-67.0
4623,2020-02-17,Nova Scotia,Residential,15.0
4624,2020-02-18,Nova Scotia,Retail & recreation,6.0
4625,2020-02-18,Nova Scotia,Grocery & pharmacy,17.0
4626,2020-02-18,Nova Scotia,Parks,-2.0
4627,2020-02-18,Nova Scotia,Transit stations,0.0
4628,2020-02-18,Nova Scotia,Workplace,-2.0
4629,2020-02-18,Nova Scotia,Residential,0.0
4630,2020-02-19,Nova Scotia,Retail & recreation,-1.0
4631,2020-02-19,Nova Scotia,Grocery & pharmacy,-5.0
4632,2020-02-19,Nova Scotia,Parks,-4.0
4633,2020-02-19,Nova Scotia,Transit stations,-1.0
4634,2020-02-19,Nova Scotia,Workplace,-5.0
4635,2020-02-19,Nova Scotia,Residential,2.0
4636,2020-02-20,Nova Scotia,Retail & recreation,9.0
4637,2020-02-20,Nova Scotia,Grocery & pharmacy,3.0
4638,2020-02-20,Nova Scotia,Parks,4.0
4639,2020-02-20,Nova Scotia,Transit stations,-3.0
4640,2020-02-20,Nova Scotia,Workplace,0.0
4641,2020-02-20,Nova Scotia,Residential,-1.0
4642,2020-02-21,Nova Scotia,Retail & recreation,0.0
4643,2020-02-21,Nova Scotia,Grocery & pharmacy,-2.0
4644,2020-02-21,Nova Scotia,Parks,-16.0
4645,2020-02-21,Nova Scotia,Transit stations,0.0
4646,2020-02-21,Nova Scotia,Workplace,2.0
4647,2020-02-21,Nova Scotia,Residential,1.0
4648,2020-02-22,Nova Scotia,Retail & recreation,0.0
4649,2020-02-22,Nova Scotia,Grocery & pharmacy,-3.0
4650,2020-02-22,Nova Scotia,Parks,2.0
4651,2020-02-22,Nova Scotia,Transit stations,4.0
4652,2020-02-22,Nova Scotia,Workplace,1.0
4653,2020-02-22,Nova Scotia,Residential,0.0
4654,2020-02-23,Nova Scotia,Retail & recreation,53.0
4655,2020-02-23,Nova Scotia,Grocery & pharmacy,39.0
4656,2020-02-23,Nova Scotia,Parks,202.0
4657,2020-02-23,Nova Scotia,Transit stations,35.0
4658,2020-02-23,Nova Scotia,Workplace,20.0
4659,2020-02-23,Nova Scotia,Residential,-7.0
4660,2020-02-24,Nova Scotia,Retail & recreation,1.0
4661,2020-02-24,Nova Scotia,Grocery & pharmacy,2.0
4662,2020-02-24,Nova Scotia,Parks,26.0
4663,2020-02-24,Nova Scotia,Transit stations,3.0
4664,2020-02-24,Nova Scotia,Workplace,2.0
4665,2020-02-24,Nova Scotia,Residential,1.0
4666,2020-02-25,Nova Scotia,Retail & recreation,-1.0
